dataset_a,dataset_b,comparison_level,match_mode,min_identity,min_coverage,n_proteins_overlap,n_residues_compared,annotation_type_a,annotation_type_b,metric,value,threshold_used,notes
pdbflex,plddt,mmseqs_90,mmseqs,90.0,0.8,51,9663,continuous,continuous,pearson,0.093910,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_90,mmseqs,90.0,0.8,51,9663,continuous,continuous,mae,0.624388,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_90,mmseqs,90.0,0.8,51,9663,continuous,continuous,rmse,4.805870,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_85,mmseqs,85.0,0.8,54,10580,continuous,continuous,spearman,0.330764,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_85,mmseqs,85.0,0.8,54,10580,continuous,continuous,pearson,0.096154,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_85,mmseqs,85.0,0.8,54,10580,continuous,continuous,mae,0.580411,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_85,mmseqs,85.0,0.8,54,10580,continuous,continuous,rmse,4.594600,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_80,mmseqs,80.0,0.8,55,10785,continuous,continuous,spearman,0.339407,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_80,mmseqs,80.0,0.8,55,10785,continuous,continuous,pearson,0.112269,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_80,mmseqs,80.0,0.8,55,10785,continuous,continuous,mae,0.639155,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,plddt,mmseqs_80,mmseqs,80.0,0.8,55,10785,continuous,continuous,rmse,4.644575,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,exact,sequence,,,7,2335,continuous,binary,auroc,0.307951,0.5,
pdbflex,disprot,exact,sequence,,,7,2335,continuous,binary,average_precision,0.069130,0.5,
pdbflex,disprot,exact,sequence,,,7,2335,continuous,binary,f1_thresholded,0.162162,0.5,
pdbflex,disprot,exact,sequence,,,7,2335,continuous,binary,spearman,-0.151455,0.5,
pdbflex,disprot,mmseqs_100,mmseqs,100.0,0.8,17,5577,continuous,binary,auroc,0.343245,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_100,mmseqs,100.0,0.8,17,5577,continuous,binary,average_precision,0.066267,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_100,mmseqs,100.0,0.8,17,5577,continuous,binary,f1_thresholded,0.129666,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_100,mmseqs,100.0,0.8,17,5577,continuous,binary,spearman,-0.128495,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_98,mmseqs,98.0,0.8,27,8493,continuous,binary,auroc,0.276944,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_98,mmseqs,98.0,0.8,27,8493,continuous,binary,average_precision,0.076675,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_98,mmseqs,98.0,0.8,27,8493,continuous,binary,f1_thresholded,0.120206,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_98,mmseqs,98.0,0.8,27,8493,continuous,binary,spearman,-0.196630,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_95,mmseqs,95.0,0.8,28,8665,continuous,binary,auroc,0.276237,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_95,mmseqs,95.0,0.8,28,8665,continuous,binary,average_precision,0.074710,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_95,mmseqs,95.0,0.8,28,8665,continuous,binary,f1_thresholded,0.116279,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_95,mmseqs,95.0,0.8,28,8665,continuous,binary,spearman,-0.195429,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_90,mmseqs,90.0,0.8,29,9734,continuous,binary,auroc,0.277076,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_90,mmseqs,90.0,0.8,29,9734,continuous,binary,average_precision,0.070411,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_90,mmseqs,90.0,0.8,29,9734,continuous,binary,f1_thresholded,0.112480,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_90,mmseqs,90.0,0.8,29,9734,continuous,binary,spearman,-0.187034,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_85,mmseqs,85.0,0.8,30,10212,continuous,binary,auroc,0.274089,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_85,mmseqs,85.0,0.8,30,10212,continuous,binary,average_precision,0.068471,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_85,mmseqs,85.0,0.8,30,10212,continuous,binary,f1_thresholded,0.109375,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_85,mmseqs,85.0,0.8,30,10212,continuous,binary,spearman,-0.187322,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_80,mmseqs,80.0,0.8,30,10212,continuous,binary,auroc,0.274089,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_80,mmseqs,80.0,0.8,30,10212,continuous,binary,average_precision,0.068471,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_80,mmseqs,80.0,0.8,30,10212,continuous,binary,f1_thresholded,0.109375,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
pdbflex,disprot,mmseqs_80,mmseqs,80.0,0.8,30,10212,continuous,binary,spearman,-0.187322,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,exact,sequence,,,2,424,continuous,continuous,spearman,0.295052,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
atlas,plddt,exact,sequence,,,2,424,continuous,continuous,pearson,0.514756,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
atlas,plddt,exact,sequence,,,2,424,continuous,continuous,mae,0.390633,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
atlas,plddt,exact,sequence,,,2,424,continuous,continuous,rmse,0.455516,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100
atlas,plddt,mmseqs_100,mmseqs,100.0,0.8,3,528,continuous,continuous,spearman,0.347832,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_100,mmseqs,100.0,0.8,3,528,continuous,continuous,pearson,0.508427,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_100,mmseqs,100.0,0.8,3,528,continuous,continuous,mae,0.395211,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_100,mmseqs,100.0,0.8,3,528,continuous,continuous,rmse,0.450702,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_98,mmseqs,98.0,0.8,4,672,continuous,continuous,spearman,0.204065,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_98,mmseqs,98.0,0.8,4,672,continuous,continuous,pearson,0.483942,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_98,mmseqs,98.0,0.8,4,672,continuous,continuous,mae,0.474830,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_98,mmseqs,98.0,0.8,4,672,continuous,continuous,rmse,0.671062,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_95,mmseqs,95.0,0.8,5,737,continuous,continuous,spearman,0.250323,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_95,mmseqs,95.0,0.8,5,737,continuous,continuous,pearson,0.295712,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_95,mmseqs,95.0,0.8,5,737,continuous,continuous,mae,0.814884,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_95,mmseqs,95.0,0.8,5,737,continuous,continuous,rmse,1.739307,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_90,mmseqs,90.0,0.8,5,737,continuous,continuous,spearman,0.250323,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_90,mmseqs,90.0,0.8,5,737,continuous,continuous,pearson,0.295712,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_90,mmseqs,90.0,0.8,5,737,continuous,continuous,mae,0.814884,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_90,mmseqs,90.0,0.8,5,737,continuous,continuous,rmse,1.739307,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_85,mmseqs,85.0,0.8,5,737,continuous,continuous,spearman,0.250323,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_85,mmseqs,85.0,0.8,5,737,continuous,continuous,pearson,0.295712,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_85,mmseqs,85.0,0.8,5,737,continuous,continuous,mae,0.814884,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_85,mmseqs,85.0,0.8,5,737,continuous,continuous,rmse,1.739307,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_80,mmseqs,80.0,0.8,5,737,continuous,continuous,spearman,0.250323,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_80,mmseqs,80.0,0.8,5,737,continuous,continuous,pearson,0.295712,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_80,mmseqs,80.0,0.8,5,737,continuous,continuous,mae,0.814884,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,plddt,mmseqs_80,mmseqs,80.0,0.8,5,737,continuous,continuous,rmse,1.739307,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,exact,none,,,0,0,continuous,binary,no_overlap,,0.5,no exact ID or exact sequence overlap with enough comparable residues
atlas,disprot,mmseqs_100,mmseqs,100.0,0.8,1,60,continuous,binary,auroc,,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared; AUROC/AP/F1 undefined because binary annotation has one class
atlas,disprot,mmseqs_100,mmseqs,100.0,0.8,1,60,continuous,binary,average_precision,,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared; AUROC/AP/F1 undefined because binary annotation has one class
atlas,disprot,mmseqs_100,mmseqs,100.0,0.8,1,60,continuous,binary,f1_thresholded,,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared; AUROC/AP/F1 undefined because binary annotation has one class
atlas,disprot,mmseqs_100,mmseqs,100.0,0.8,1,60,continuous,binary,spearman,,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared; Spearman undefined because one input has fewer than two values
atlas,disprot,mmseqs_98,mmseqs,98.0,0.8,2,286,continuous,binary,auroc,0.861182,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_98,mmseqs,98.0,0.8,2,286,continuous,binary,average_precision,0.764991,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_98,mmseqs,98.0,0.8,2,286,continuous,binary,f1_thresholded,0.670157,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_98,mmseqs,98.0,0.8,2,286,continuous,binary,spearman,0.554973,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_95,mmseqs,95.0,0.8,2,286,continuous,binary,auroc,0.861182,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_95,mmseqs,95.0,0.8,2,286,continuous,binary,average_precision,0.764991,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_95,mmseqs,95.0,0.8,2,286,continuous,binary,f1_thresholded,0.670157,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_95,mmseqs,95.0,0.8,2,286,continuous,binary,spearman,0.554973,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_90,mmseqs,90.0,0.8,3,1337,continuous,binary,auroc,0.843063,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_90,mmseqs,90.0,0.8,3,1337,continuous,binary,average_precision,0.294488,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_90,mmseqs,90.0,0.8,3,1337,continuous,binary,f1_thresholded,0.266112,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_90,mmseqs,90.0,0.8,3,1337,continuous,binary,spearman,0.276863,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_85,mmseqs,85.0,0.8,3,1337,continuous,binary,auroc,0.843063,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_85,mmseqs,85.0,0.8,3,1337,continuous,binary,average_precision,0.294488,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_85,mmseqs,85.0,0.8,3,1337,continuous,binary,f1_thresholded,0.266112,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_85,mmseqs,85.0,0.8,3,1337,continuous,binary,spearman,0.276863,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_80,mmseqs,80.0,0.8,3,1337,continuous,binary,auroc,0.843063,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_80,mmseqs,80.0,0.8,3,1337,continuous,binary,average_precision,0.294488,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_80,mmseqs,80.0,0.8,3,1337,continuous,binary,f1_thresholded,0.266112,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
atlas,disprot,mmseqs_80,mmseqs,80.0,0.8,3,1337,continuous,binary,spearman,0.276863,0.5,MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,exact,none,,,0,0,continuous,binary,no_overlap,,0.5,no exact ID or exact sequence overlap with enough comparable residues
plddt,disprot,mmseqs_100,none,100.0,0.8,0,0,continuous,binary,no_overlap,,0.5,"no MMseqs hit passed identity, coverage, and comparable-residue filters"
plddt,disprot,mmseqs_98,mmseqs,98.0,0.8,3,603,continuous,binary,auroc,0.958351,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_98,mmseqs,98.0,0.8,3,603,continuous,binary,average_precision,0.843168,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_98,mmseqs,98.0,0.8,3,603,continuous,binary,f1_thresholded,0.404624,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_98,mmseqs,98.0,0.8,3,603,continuous,binary,spearman,0.660111,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_95,mmseqs,95.0,0.8,9,1270,continuous,binary,auroc,0.961906,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_95,mmseqs,95.0,0.8,9,1270,continuous,binary,average_precision,0.919638,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_95,mmseqs,95.0,0.8,9,1270,continuous,binary,f1_thresholded,0.490161,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_95,mmseqs,95.0,0.8,9,1270,continuous,binary,spearman,0.751432,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_90,mmseqs,90.0,0.8,13,1698,continuous,binary,auroc,0.967894,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_90,mmseqs,90.0,0.8,13,1698,continuous,binary,average_precision,0.938969,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_90,mmseqs,90.0,0.8,13,1698,continuous,binary,f1_thresholded,0.551887,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_90,mmseqs,90.0,0.8,13,1698,continuous,binary,spearman,0.777373,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_85,mmseqs,85.0,0.8,15,2088,continuous,binary,auroc,0.975453,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_85,mmseqs,85.0,0.8,15,2088,continuous,binary,average_precision,0.957298,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_85,mmseqs,85.0,0.8,15,2088,continuous,binary,f1_thresholded,0.593833,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_85,mmseqs,85.0,0.8,15,2088,continuous,binary,spearman,0.799367,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_80,mmseqs,80.0,0.8,18,2461,continuous,binary,auroc,0.882670,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_80,mmseqs,80.0,0.8,18,2461,continuous,binary,average_precision,0.826674,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_80,mmseqs,80.0,0.8,18,2461,continuous,binary,f1_thresholded,0.485632,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
plddt,disprot,mmseqs_80,mmseqs,80.0,0.8,18,2461,continuous,binary,spearman,0.651284,0.5,pLDDT converted to disorder score as 1 - pLDDT / 100; MMseqs local alignment; only aligned residue pairs without gaps and with valid labels compared
